date,node_id,cluster,event,severity,temperature_c,visibility_km,wind_kts,precip_mm,time_factor_road,time_factor_air,time_factor_transfer,cost_factor_road,cost_factor_air,cost_factor_transfer,reliability_penalty_road,reliability_penalty_air
2025-07-10,NODE_000,3,wind,1.0466136686255636,18.963409192994447,10.42250889610155,28.547056483368717,0.707090105136464,1.1094104887430976,1.2140718556056538,1.0989443520568418,1.0780120786843306,1.1617411721743758,1.0675459419980748,0.03139841005876691,0.09419523017630071
2025-07-10,NODE_001,5,fog,1.0862286967771462,3.7100804651254595,0.9739447216423366,4.524657999346206,0.5071005114163927,1.2817498621970325,1.3686481579392042,1.173126992519318,1.129677844648232,1.2817498621970325,1.1405401316160035,0.05431143483885731,0.13034744361325754
2025-07-10,NODE_002,0,clear,0.8788650755633934,23.77627538127363,13.275227461096982,5.511143218985206,0.3211426255906666,0.8788650755633934,0.8788650755633934,0.8788650755633934,0.8788650755633934,0.8788650755633934,0.8788650755633934,0.0,0.0
2025-07-10,NODE_003,0,clear,0.8813695533192897,24.217830487858933,13.481650334995006,5.8911217805778335,0.48866798684983137,0.8813695533192897,0.8813695533192897,0.8813695533192897,0.8813695533192897,0.8813695533192897,0.8813695533192897,0.0,0.0
2025-07-10,NODE_004,4,clear,1.1069540673231,15.58496683935228,16.84423930953161,7.5302754975533865,0.07481819580112836,1.1069540673231,1.1069540673231,1.1069540673231,1.1069540673231,1.1069540673231,1.1069540673231,0.0,0.0
2025-07-10,NODE_005,8,storm,0.9151518402467232,23.957808837510484,4.103556882884115,49.25486880343074,13.029136824601867,1.2080004291256747,1.2812125763454125,1.1164852451010023,1.0249700610763302,1.1896973923207403,1.0798791714911333,0.10981822082960678,0.2013334048542791
2025-07-10,NODE_006,5,fog,0.8456782034199861,5.496352527132663,0.9146115222955253,5.014115951403221,0.4156713764469201,0.9979002800355836,1.0655545363091825,0.9133324596935851,0.8795053315567856,0.9979002800355836,0.8879621135909854,0.042283910170999306,0.10148138441039833
2025-07-10,NODE_007,0,clear,1.1911792486815216,16.311391737200296,19.755285393255893,2.221575794145423,0.26258253498524586,1.1911792486815216,1.1911792486815216,1.1911792486815216,1.1911792486815216,1.1911792486815216,1.1911792486815216,0.0,0.0
2025-07-10,NODE_008,2,rain,1.0894817056255806,6.735727160756601,10.35596817436595,10.101143196309092,3.7237807633334215,1.2202195103006503,1.1439557909068596,1.1548506079631153,1.1439557909068596,1.176640242075627,1.133060973850604,0.02178963411251161,0.016342225584383707
2025-07-10,NODE_009,3,wind,1.0818059570963872,16.375525205249875,10.555237341729184,14.352189123268474,0.8805150667486517,1.1467143145221705,1.254894910231809,1.1358962549512066,1.1142601358092787,1.2008046123769898,1.103442076238315,0.032454178712891614,0.09736253613867484
2025-07-10,NODE_010,3,wind,0.9694997300604514,26.046825535512337,11.768484524626246,45.566515018847625,0.0,1.0276697138640785,1.1246196868701235,1.017974716563474,0.998584721962265,1.0761447003671012,0.9888897246616605,0.02908499190181354,0.08725497570544062
